Ship,Class,Estimated Ship Slot Count,Machine ID,Manufacturer,Machine Title,Variant,Family,Bank,Seat In Bank,Confidence,Status,AP Visibility Score,Source Basis,Whitelist Rule
Icon of the Seas,Icon,370,I-161,Bluberi,Lock It Link,Piggy Bank / One Hell of a Game,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-162,Light & Wonder,Huff and Mega Puff,Standard,Feature Slot,HUF-01,3,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-163,Aristocrat,Coin Trio,Fortune Trails,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-164,Light & Wonder,Money Gong,Standard,Video Slot,MON-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-165,IGT,Cats Wild Serengeti,Standard,Video Slot,CAT-01,1,62,Modeled from whitelist,8,User list / visual ID,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-166,Modeled from user list,Triple Fortune Dragon,Unleashed,Video Slot,TRI-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-167,Light & Wonder,Rising Rockets,Standard,Video Slot,RIS-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-168,WMS / Light & Wonder,Heidi's Beer Haus,Standard,Video Slot,HEI-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-169,Light & Wonder,Monopoly,Various,Licensed,MON-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-170,Modeled from user list,Betti the Yetti,Standard,Video Slot,BET-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-171,Modeled from user list,Lion Link,Standard,Link,LIO-01,2,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-172,Light & Wonder,Mystery of the Lamp,Standard,Video Slot,MYS-01,2,95,Ship-specific seed,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-173,Aristocrat,Dragon Link,Happy & Prosperous,Link,DRA-01,3,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-174,Light & Wonder,Ultimate Fire Link,China Street,Link,ULT-01,1,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-175,Light & Wonder,Ultimate Fire Link,Olvera Street,Link,ULT-01,1,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-176,Light & Wonder,Fire Link,Islands Rising,Link,FIR-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-177,IGT,Top Dollar,Standard,Reel,TOP-01,2,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-178,Light & Wonder,Dancing Drums,Prosperity,Video Slot,DAN-01,1,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-179,Light & Wonder,Huff N Puff,Money Mansion,Feature Slot,HUF-01,3,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-180,Aristocrat,Mo Mummy,Spooky Mummy and Yeti,Video Slot,MO -01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-181,Light & Wonder,Big Hot Flaming Pots,Ms. Wong,Video Slot,BIG-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-182,Konami,San Fa,Rabbits,Video Slot,SAN-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-183,Konami,All Aboard,Dynamite Dash,Video Slot,ALL-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-184,Aristocrat,Buffalo Gold,Classic,Video Slot,BUF-01,3,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-185,Light & Wonder,Lucky Leprechauns,Standard,Video Slot,LUC-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-186,Aristocrat,Dragon Link,Panda Magic,Link,DRA-01,3,95,Ship-specific seed,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-187,Light & Wonder,Huff N More Puff,Standard,Feature Slot,HUF-01,4,95,Ship-specific seed,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-188,Light & Wonder,Rakin' Bacon Deluxe,Standard,Video Slot,RAK-01,2,95,Ship-specific seed,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-189,Konami,Phoenix Link,Wisdom,Link,PHO-01,3,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-190,Aristocrat,Spooky Link,Go Ghost,Link,SPO-01,1,62,Modeled from whitelist,10,User list / visual ID,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-191,Aristocrat,Lightning Link,Heart Throb,Link,LIG-01,3,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-192,Light & Wonder,Lock It Link,Hold Onto Your Hat,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-193,IGT,Triple Red Hot 7s,Standard,Reel,TRI-01,2,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-194,Aristocrat,Bao Zhu Zhao Fu,Ignite,Video Slot,BAO-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-195,Modeled from user list,Fu Nan Fu Nu,Standard,Video Slot,FU -01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-196,Light & Wonder,Coin Combo,Marvelous Mouse,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-197,Light & Wonder,Flaming Hot Pots,Ms. Wong,Video Slot,FLA-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-198,Aristocrat,Buffalo Chief,Standard,Video Slot,BUF-01,3,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-199,IGT,Cosmic Cat,Standard,Video Slot,COS-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-200,Modeled from user list,Alice,Enchanted Mirror,Licensed,ALI-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-201,Modeled from user list,Timber Wolves,Standard,Video Slot,TIM-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-202,Aristocrat,Lightning Link,Sahara Gold,Link,LIG-01,3,95,Ship-specific seed,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-203,Light & Wonder,88 Fortunes,Standard,Video Slot,88 -01,2,95,Ship-specific seed,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-204,Light & Wonder,Temple Falls,Standard,Video Slot,TEM-01,2,95,Ship-specific seed,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-205,Aristocrat,Dragon Link,Genghis Khan,Link,DRA-01,3,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-206,Aristocrat,Mighty Cash,Fortune Cash,Link,MIG-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-207,Aristocrat,Lightning Link,Happy Lantern,Link,LIG-01,2,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-208,Light & Wonder,Lock It Link,Leprechaun and Devil Pig,Link,LOC-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-209,Light & Wonder,Huff N Even More Puff,Standard,Feature Slot,HUF-01,3,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-210,Light & Wonder,Bao Zhu Zhao Fu,Firecrackers / Rockets,Video Slot,BAO-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-211,Light & Wonder,Duo Fu Duo Cai,5 Treasures,Video Slot,DUO-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-212,Aristocrat,Coin Trio,Wild Up,Video Slot,COI-01,1,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-213,Konami,Dragon's Law,Twin Fever,Video Slot,DRA-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-214,Aristocrat,Wonder 4 Tower,Standard,Video Slot,WON-01,1,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-215,WMS / Light & Wonder,Beer Haus,Standard,Video Slot,BEE-01,1,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-216,Light & Wonder,Deal or No Deal,The Big Deal,Licensed,DEA-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-217,Modeled from user list,Queenie,Standard,Video Slot,QUE-01,1,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-218,Light & Wonder,Lock It Link,Piggy Bankin',Link,LOC-01,3,95,Ship-specific seed,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-219,Aristocrat,Coin Trio,Piggy Burst,Video Slot,COI-01,3,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-220,Aristocrat,Dragon Link,Autumn Moon,Link,DRA-01,4,76,Fleet-staple modeled,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-221,Light & Wonder,Dancing Drums,Prosperity Link,Link,DAN-01,2,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-222,Aristocrat,Buffalo Link,Super Buffalo,Link,BUF-01,4,62,Modeled from whitelist,9,User list / visual ID,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-223,Aristocrat,Lightning Link,Best Bet,Link,LIG-01,3,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-224,Aristocrat,Mighty Cash,Ultra 88,Link,MIG-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-225,Light & Wonder,Dancing Drums,Explosion,Video Slot,DAN-01,2,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-226,Light & Wonder,Huff N Puff,Original,Feature Slot,HUF-01,4,76,Fleet-staple modeled,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-227,IGT,Back to the Future,Back in Time,Licensed,BAC-01,2,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-228,Light & Wonder,Big Hot Flaming Pots,Mr. Lee,Video Slot,BIG-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-229,Konami,San Fa,Pandas,Video Slot,SAN-01,2,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-230,Konami,All Aboard,Gold Express,Video Slot,ALL-01,2,62,Modeled from whitelist,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-231,Aristocrat,Regal Riches,Standard,Video Slot,REG-01,2,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-232,Light & Wonder,Quick Hit,Wild Red Free Games Fever,Video Slot,QUI-01,2,62,Modeled from whitelist,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-233,Aristocrat,Dragon Link,Golden Century,Link,DRA-01,4,95,Ship-specific seed,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-234,Aristocrat,Mighty Cash,Fa Fa Fa,Link,MIG-01,3,95,Ship-specific seed,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-235,Aristocrat,Wonder 4 Boost,Standard,Video Slot,WON-01,3,95,Ship-specific seed,7,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-236,Konami,Phoenix Link,Queen Chiao,Link,PHO-01,4,62,Modeled from whitelist,10,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-237,IGT,Wheel of Fortune,Gold Spin,Reel/Video,WHE-02,1,95,Ship-specific seed,6,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-238,Light & Wonder,Fire Link,Pillars of Cash,Link,FIR-01,2,62,Modeled from whitelist,9,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-239,Light & Wonder,Lock It Link,Nightlife,Link,LOC-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-240,IGT,Double Gold Pinball,Standard,Reel,DOU-01,3,95,Ship-specific seed,5,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-241,Light & Wonder,Dancing Drum Towers,Standard,Video Slot,DAN-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-242,Light & Wonder,Coin Combo,Hurricane Horse,Video Slot,COI-01,2,62,Modeled from whitelist,9,User list / visual ID,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-243,Aristocrat,Buffalo Gold,Collection,Video Slot,BUF-01,4,76,Fleet-staple modeled,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-244,Light & Wonder,Flaming Hot Pots,Mr. Lee,Video Slot,FLA-01,2,62,Modeled from whitelist,8,User list,Included only because title appears in uploaded seed list
Icon of the Seas,Icon,370,I-245,Light & Wonder,Jade Tree,Standard,Video Slot,JAD-01,2,62,Modeled from whitelist,6,User list,Included only because title appears in uploaded seed list
